0,031441;0,000495;2
0,01833;0,000245;2
0,01332;0,000242;2
0,010596;0,000241;2
0,0088621;0,000235;2
0,0076501;0,000227;2
0,0067501;0,000218;2
0,0060511;0,000209;2
0,0054943;0,000201;2
0,0050371;0,000194;2
0,0046546;0,000186;2
0,0043294;0,00018;2
0,0040492;0,000173;2
0,0038053;0,000168;2
0,0035905;0,000162;2
0,0035128;4e-05;2
0,0034899;3,82e-05;2
0,0034672;3,66e-05;2
0,0034447;3,49e-05;2
0,0034223;3,36e-05;2
0,0034001;3,21e-05;2
0,003378;3,1e-05;2
0,0033561;2,98e-05;2
0,0033343;2,87e-05;2
0,0033127;2,77e-05;2
0,0032912;2,68e-05;2
0,0032699;2,58e-05;2
0,0032487;2,51e-05;2
0,0032276;2,43e-05;2
0,0032067;2,36e-05;2
0,0031859;2,31e-05;2
0,0031653;2,24e-05;2
0,0031447;2,19e-05;2
0,0031244;2,15e-05;2
0,0031041;2,1e-05;2
0,003084;2,05e-05;2
0,003064;2,01e-05;2
0,0030442;1,98e-05;2
0,0030245;1,94e-05;2
0,0030049;1,91e-05;2
0,0029854;1,88e-05;2
0,0029661;1,86e-05;2
0,0029469;1,84e-05;2
0,0029278;1,82e-05;2
0,0029088;1,8e-05;2
0,00289;1,78e-05;2
0,0028713;1,77e-05;2
0,0028527;1,75e-05;2
0,0028343;1,74e-05;2
0,0028159;1,73e-05;2
0,0027977;1,72e-05;2
0,0027795;1,71e-05;2
0,0027616;1,7e-05;2
0,0027437;1,69e-05;2
0,0027259;1,69e-05;2
0,0027083;1,68e-05;2
0,0026908;1,67e-05;2
0,0026733;1,67e-05;2
0,002656;1,67e-05;2
0,0026388;1,66e-05;2
0,0026217;1,66e-05;2
0,0026048;1,65e-05;2
0,0025879;1,65e-05;2
0,0025712;1,65e-05;2
0,0025545;1,65e-05;2
0,002538;1,64e-05;2
0,0025216;1,64e-05;2
0,0025052;1,64e-05;2
0,002489;1,64e-05;2
0,0024729;1,64e-05;2
0,0024569;1,63e-05;2
0,002441;1,63e-05;2
0,0024252;1,63e-05;2
0,0024095;1,63e-05;2
0,0023939;1,63e-05;2
0,0023784;1,62e-05;2
0,002363;1,62e-05;2
0,0023477;1,62e-05;2
0,0023325;1,62e-05;2
0,0023174;1,61e-05;2
0,0023024;1,61e-05;2
0,0022875;1,61e-05;2
0,0022727;1,61e-05;2
0,002258;1,6e-05;2
0,0022434;1,6e-05;2
0,0022289;1,6e-05;2
0,0022145;1,59e-05;2
0,0022001;1,59e-05;2
0,0021859;1,59e-05;2
0,0021717;1,58e-05;2
0,0021577;1,58e-05;2
0,0021437;1,57e-05;2
0,0021298;1,57e-05;2
0,002116;1,57e-05;2
0,0021023;1,56e-05;2
0,0020887;1,56e-05;2
0,0020752;1,55e-05;2
0,0020618;1,55e-05;2
0,0020484;1,54e-05;2
0,0020352;1,54e-05;2
0,002022;1,53e-05;2
0,0020089;1,53e-05;2
0,0019959;1,52e-05;2
0,001983;1,52e-05;2
0,0019701;1,51e-05;2
0,0019574;1,51e-05;2
0,0019447;1,5e-05;2
0,0019321;1,5e-05;2
0,0019196;1,49e-05;2
0,0019072;1,49e-05;2
0,0018948;1,48e-05;2
0,0018826;1,47e-05;2
0,0018704;1,47e-05;2
0,0018583;1,46e-05;2
0,0018462;1,45e-05;2
0,0018343;1,45e-05;2
0,0018224;1,44e-05;2
0,0018106;1,43e-05;2
0,0017989;1,43e-05;2
0,0017873;1,42e-05;2
0,0017757;1,41e-05;2
0,0017642;1,41e-05;2
0,0017528;1,4e-05;2
0,0017414;1,39e-05;2
0,0017302;1,39e-05;2
0,001719;1,38e-05;2
0,0017078;1,37e-05;2
0,0016967;1,36e-05;2
0,0016858;1,36e-05;2
0,0016749;1,35e-05;2
0,001664;1,34e-05;2
0,0016533;1,34e-05;2
0,0016426;1,33e-05;2
0,0016319;1,32e-05;2
0,0016214;1,31e-05;2
0,0016108;1,31e-05;2
0,0016004;1,3e-05;2
0,0015901;1,29e-05;2
0,0015797;1,28e-05;2
0,0015695;1,28e-05;2
0,0015593;1,27e-05;2
0,0015493;1,26e-05;2
0,0015392;1,25e-05;2
0,00239;0,00485;2
0,00451;0,00835;2
0,00883;0,0126;2
0,0161;0,0171;;2
0,0267;0,0217;2
0,0411;0,0277;2
0,0547;0,0314;2
0,05897;0,0311;2
