1510	0.000235	4.46E-06	2
1520	0.00023383	4.45E-06	2
1530	0.00023266	4.44E-06	2
1540	0.0002315	4.42E-06	2
1550	0.00023035	4.41E-06	2
1560	0.0002292	4.40E-06	2
1570	0.00022805	4.38E-06	2
1580	0.00022692	4.37E-06	2
1590	0.00022578	4.36E-06	2
1600	0.00022466	4.34E-06	2
1610	0.00022354	4.33E-06	2
1620	0.00022242	4.32E-06	2
1630	0.00022131	4.30E-06	2
1640	0.00022021	4.29E-06	2
1650	0.00021911	4.27E-06	2
1660	0.00021802	4.26E-06	2
1670	0.00021693	4.24E-06	2
1680	0.00021585	4.23E-06	2
1690	0.00021477	4.21E-06	2
1700	0.0002137	4.20E-06	2
1710	0.00021264	4.18E-06	2
1720	0.00021157	4.16E-06	2
1730	0.00021052	4.15E-06	2
1760	0.00020738	4.10E-06	2
1770	0.00020635	4.08E-06	2
1780	0.00020532	4.07E-06	2
1820	0.00020125	4.00E-06	2
1830	0.00020025	3.98E-06	2
1840	0.00019925	3.96E-06	2
1850	0.00019826	3.95E-06	2
1860	0.00019727	3.93E-06	2
1870	0.00019629	3.91E-06	2
1880	0.000236	0.000313	1.8
1890	0.000406	0.000536	1.8
1900	0.000692	0.000907	1.8
1910	0.00116		0.00151		1.8
1920	0.00192		0.00242		1.8
1930	0.00305		0.0037		1.7
1940	0.00461		0.00523		1.6
1950	0.00646		0.00654		1.5
1960	0.00816		0.006983	1.4
1970	0.00916		0.006565	1.4
