0;0.030992;0.000287;  2
10;0.01808;0.000134;  2
20;0.013143;0.000127;  2
30;0.010461;0.000125;  2
40;0.008751;0.000122;    2
50;0.007554;0.000118;    2
70;0.0059811;0.000107;    2
80;0.0054309;0.000103;    2
90;0.0049797;9.89e-05;  2
100;0.0046023;9.53e-05;  2
110;0.0042816;9.19e-05;  2
120;0.004005;8.88e-05;  2
130;0.0038276;5.92e-05;    2
140;0.0037113;5.75e-05;   2
150;0.0036062;5.65e-05;    2
160;0.0035111;5.49e-05;    2
170;0.003424;5.35e-05;    2
180;0.0033438;5.21e-05;    2
190;0.0032754;2.42e-05;    2
200;0.0032544;2.35e-05;    2
210;0.0032336;2.28e-05;    2
220;0.0032128;2.22e-05;    2
230;0.0031922;2.16e-05;    2
240;0.0031718;2.11e-05;    2
250;0.0031515;2.05e-05;    2
260;0.0031313;2.01e-05;   2
270;0.0031113;1.96e-05;    2
280;0.0030914;1.91e-05;    2
290;0.0030716;1.97e-05;   2
300;0.003052;1.92e-05;    2
310;0.0030325;1.89e-05;    2
320;0.0030131;1.85e-05;    2
330;0.0029939;1.81e-05;    2
340;0.0029748;1.78e-05;    2
350;0.0029558;1.74e-05;   2
360;0.0029369;1.72e-05;    2
370;0.0029182;1.69e-05;   2
380;0.0028996;1.66e-05;    2
390;0.0028811;1.64e-05;    2
400;0.0028628;1.52e-05;    2
410;0.0028445;1.5e-05;    2
420;0.00282642;1.48e-05;    2
430;0.00280842;1.47e-05;    2
440;0.00279054;1.44e-05;    2
450;0.00277281;1.42e-05;   2
460;0.00275517;1.4e-05;    2
470;0.00273762;1.38e-05;    2
480;0.00272022;1.36e-05;    2
490;0.00270294;1.35e-05;    2
500;0.00268578;1.33e-05;    2
510;0.00266871;1.32e-05;    2
520;0.00265176;1.29e-05;   2
530;0.00263493;1.27e-05;    2
560;0.00258507;1.23e-05;   2
570;0.00256866;1.21e-05;   2
600;0.00252012;1.12e-05;    2
610;0.00250416;1.1e-05;    2
630;0.00247254;1.08e-05;    2
640;0.00245688;1.07e-05;   2
650;0.00244134;1.05e-05;   2
660;0.00242586;1.04e-05;    2
670;0.00241053;1.04e-05;    2
680;0.00239529;1.03e-05;    2
690;0.00238011;1e-05;    2
700;0.00236505;9.95e-06;    2
710;0.00235011;9.87e-06;    2
720;0.00233526;9.78e-06;    2
730;0.0023205;9.7e-06;    2
740;0.00230583;9.61e-06;   2
750;0.00229128;9.52e-06;   2
760;0.00227682;9.45e-06;    2
770;0.00226242;9.36e-06;    2
780;0.00224814;9.29e-06;    2
790;0.00223395;9.21e-06;   2
800;0.00221985;9.14e-06;   2
810;0.00220587;9.06e-06;    2
820;0.00219198;8.99e-06;    2
830;0.00217815;8.92e-06;    2
840;0.00216441;8.84e-06;    2
850;0.00215076;8.78e-06;   2
860;0.00213723;8.71e-06;    2
870;0.00212376;8.65e-06;    2
880;0.00211038;8.58e-06;    2
890;0.00209709;8.52e-06;    2
900;0.0020839;8.46e-06;    2
910;0.0020708;8.4e-06;    2
920;0.00205783;8.02e-06;    2
930;0.002045;8.28e-06;    2
940;0.00203247;7.93e-06;   2
960;0.00200841;8.26e-06;    2
970;0.00199672;8.26e-06;   2
980;0.00198473;8.01e-06;    2
