10;0.0054036;0.000192; 1.9
20;0.0031448;0.000115; 1.9
30;0.002282;0.000114; 1.9
40;0.001814;0.000111; 1.9
50;0.001516;0.000107;1.9
60;0.001307;0.000103;1.9
70;0.001153;9.79e-05;1.9
80;0.001033;9.35e-05;1.9
90;0.0009372;8.94e-05;1.9
100;0.0008587;8.56e-05; 1.9
110;0.0007931;8.22e-05; 1.9
120;0.0007374;7.89e-05; 1.9
130;0.0006893;7.6e-05; 1.9
140;0.0006475;7.33e-05;1.9
150;0.0006107;7.07e-05; 1.9
160;0.0005781;6.84e-05; 1.9
170;0.000549;6.62e-05; 1.9
180;0.0005227;6.41e-05;  2
190;0.000499;6.22e-05;   2
200;0.0004774;6.04e-05;   2
210;0.0004577;5.87e-05; 1.9
220;0.0004396;5.71e-05;   2
230;0.000423;5.55e-05;   2
240;0.0004076;5.41e-05;   2
250;0.0003933;5.28e-05;   2
260;0.00038;5.15e-05;   2
270;0.0003676;5.02e-05;  2
280;0.0003561;4.91e-05;   2
290;0.0003452;4.8e-05;  2
300;0.000335;4.69e-05;   2
310;0.0003254;4.59e-05;   2
320;0.0003164;4.49e-05;   2
330;0.0003078;4.4e-05;   2
340;0.0002997;4.31e-05;   2
350;0.0002921;4.23e-05;   2
360;0.0002848;4.14e-05;  2
370;0.0002779;4.06e-05;   2
380;0.0002713;3.99e-05;   2
390;0.000265;3.92e-05;   2
400;0.0002591;3.84e-05;   2
410;0.0002533;3.78e-05;   2
420;0.0002479;3.71e-05;   2
430;0.0002426;3.65e-05;   2
440;0.0002376;3.59e-05;   2
450;0.0002328;3.53e-05;   2
460;0.0002282;3.47e-05;   2
470;0.0002238;3.41e-05;   2
480;0.0002195;3.36e-05;   2
490;0.0002154;3.31e-05;   2
500;0.0002114;3.26e-05;   2
510;0.0002076;3.21e-05;   2
520;0.000204;3.16e-05;   2
530;0.0002004;3.11e-05;   2
540;0.000197;3.07e-05;   2
550;0.0001937;3.02e-05;   2
560;0.0001905;2.98e-05;   2
570;0.0001874;2.94e-05;   2
580;0.0001844;2.9e-05;  2
590;0.0001815;2.86e-05;   2
600;0.0001787;2.82e-05;   2
610;0.0001759;2.78e-05;   2
620;0.0001733;2.75e-05;   2
630;0.0001707;2.71e-05;  2
640;0.0001682;2.68e-05;   2
650;0.0001658;2.64e-05;   2
660;0.0001634;2.61e-05; 1.9
670;0.0001611;2.58e-05;   2
680;0.0001589;2.55e-05;   2
690;0.0001567;2.52e-05;   2
700;0.0001546;2.49e-05;   2
710;0.0001526;2.46e-05;   2
720;0.0001506;2.43e-05;   2
730;0.0001486;2.4e-05;   2
740;0.0001467;2.37e-05;   2
750;0.0001449;2.35e-05;   2
760;0.0001431;2.32e-05;   2
770;0.0001413;2.29e-05;   2
780;0.0001396;2.27e-05;   2
790;0.0001379;2.24e-05;   2
800;0.0001363;2.22e-05;   2
810;0.0001346;2.19e-05;   2
820;0.0001331;2.17e-05;   2
830;0.0001315;2.15e-05;   2
840;0.00013;2.13e-05;   2
850;0.0001286;2.1e-05;   2
860;0.0001271;2.08e-05;   2
870;0.0001257;2.06e-05;   2
880;0.0001244;2.04e-05;   2
890;0.000123;2.02e-05;   2
900;0.0001217;2e-05;   2
910;0.0001204;1.98e-05;  2
920;0.0001192;1.96e-05;   2
930;0.0001179;1.94e-05;   2
940;0.0001167;1.92e-05;   2
950;0.0001155;1.9e-05;   2
960;0.0001144;1.89e-05;   2
970;0.0001132;1.87e-05;   2
980;0.0001121;1.85e-05;   2
990;0.000111;1.83e-05;   2
1000;0.0001099;1.82e-05;   2
1010;0.0001089;1.8e-05;  2
1020;0.0001078;1.78e-05;   2
1030;0.0001068;1.77e-05;   2
1040;0.0001058;1.75e-05;   2
1050;0.0001048;1.74e-05;   2
1060;0.0001038;1.72e-05;   2
1070;0.0001029;1.71e-05;   2
1080;0.000102;1.69e-05;  2
1090;0.000101;1.68e-05;   2
1100;0.0001001;1.66e-05;   2
1110;9.926e-05;1.65e-05;   2
1120;9.839e-05;1.63e-05;   2
1130;9.753e-05;1.62e-05;   2
1140;9.669e-05;1.61e-05;   2
1150;9.586e-05;1.59e-05;   2
1160;9.505e-05;1.58e-05;  2
1170;9.425e-05;1.57e-05;   2
1180;9.346e-05;1.55e-05;   2
1190;9.268e-05;1.54e-05;   2
1200;9.192e-05;1.53e-05;   2
1210;9.117e-05;1.52e-05;   2
1220;9.043e-05;1.51e-05;   2
1230;8.97e-05;1.49e-05;   2
1240;8.898e-05;1.48e-05;  2
1250;8.828e-05;1.47e-05;   2
1260;8.758e-05;1.46e-05;   2
1270;8.689e-05;1.45e-05;   2
1280;8.622e-05;1.44e-05;   2
1290;8.555e-05;1.42e-05;   2
1300;8.49e-05;1.41e-05;   2
1310;8.425e-05;1.4e-05;   2
1320;8.362e-05;1.39e-05;   2
1330;8.299e-05;1.38e-05;   2
1340;8.237e-05;1.37e-05;   2
1350;8.176e-05;1.36e-05;   2
