0,031441;0,000275;2
0,01833;0,000136;2
0,01332;0,000131;2
0,010596;0,00013;2
0,008862;0,000127;2
0,00765;0,000119;2
0,00675;0,000115;2
0,006051;0,00011;2
0,0054942;0,000106;2
0,005037;0,000102;2
0,0046545;9,81e-05;2
0,0043293;9,46e-05;2
0,0040491;9,13e-05;2
0,0038052;8,82e-05;2
0,0035904;8,53e-05;2
0,0035128;2,1e-05;2
0,0034899;2,01e-05;2
0,0034672;1,93e-05;2
0,0034447;1,84e-05;2
0,00342231;1,77e-05;2
0,00340005;1,69e-05;2
0,003378;1,63e-05;2
0,00335607;1,57e-05;2
0,00333429;1,51e-05;2
0,00331269;1,46e-05;2
0,00329121;1,41e-05;2
0,00326985;1,36e-05;2
0,00324867;1,39e-05;2
0,00322758;1,35e-05;2
0,00320667;1,31e-05;2
0,00318588;1,28e-05;2
0,00316524;1,25e-05;2
0,00314472;1,24e-05;2
0,00312435;1,21e-05;2
0,00310413;1,19e-05;2
0,003084;1,16e-05;2
0,00306402;1,14e-05;2
0,00304419;1,12e-05;2
0,00302445;1,12e-05;2
0,00300489;1,1e-05;2
0,00298542;1,07e-05;2
0,00296607;1,05e-05;2
0,0029469;1,04e-05;2
0,00292782;1,03e-05;2
0,00290883;1,02e-05;2
0,00289002;1,01e-05;2
0,0028713;9,99e-06;2
0,00285273;9,73e-06;2
0,00283425;9,66e-06;2
0,00281589;9,6e-06;2
0,00279768;9,55e-06;2
0,00277953;9,49e-06;2
0,00276156;9,45e-06;2
0,00274371;9,41e-06;2
0,00272592;8,87e-06;2
0,00270828;8,85e-06;2
0,00269076;8,82e-06;2
0,00267333;8,79e-06;2
0,00265602;8,77e-06;2
0,00263883;8,75e-06;2
0,00262173;8,73e-06;2
0,00260478;8,71e-06;2
0,00258792;8,69e-06;2
0,00257115;8,69e-06;2
0,00255453;8,67e-06;2
0,002538;8,66e-06;2
0,00252159;8,65e-06;2
0,00250524;8,63e-06;2
0,00248904;8,62e-06;2
0,00247293;8,61e-06;2
0,00245691;8,6e-06;2
0,00244101;8,59e-06;2
0,0024252;8,58e-06;2
0,00240951;8,57e-06;2
0,00239391;8,56e-06;2
0,00237843;8,55e-06;2
0,00236304;8,35e-06;2
0,00234774;8,34e-06;2
0,00233253;8,33e-06;2
0,00231744;8,32e-06;2
0,00230241;8,3e-06;2
0,00228753;8,28e-06;2
0,00227271;8,27e-06;2
0,00225801;8,25e-06;2
0,0022434;8,23e-06;2
0,00222888;8,22e-06;2
0,00221445;7,97e-06;2
0,00220014;8,18e-06;2
0,00218586;8,16e-06;2
0,00217173;8,15e-06;2
0,00215766;7,89e-06;2
0,00214371;7,88e-06;2
0,00212982;7,86e-06;2
0,00211602;7,84e-06;2
0,00210234;7,81e-06;2
0,00208872;7,79e-06;2
0,00207522;7,77e-06;2
0,00206178;7,74e-06;2
0,00204843;7,72e-06;2
0,00203517;7,69e-06;2
0,002022;7,67e-06;2
0,00200889;7,65e-06;2
0,00199593;7,63e-06;2
0,00198297;7,6e-06;2
0,00197013;7,57e-06;2
0,00195738;7,54e-06;2
0,00194472;7,51e-06;2
0,00193212;7,48e-06;2
0,00191961;7,45e-06;2
0,00190719;7,43e-06;2
0,00189483;7,39e-06;2
0,00188259;7,36e-06;2
0,00187038;7,33e-06;2
0,00185829;7,3e-06;2
0,00184623;7,27e-06;2
0,00183429;7,24e-06;2
0,00182244;7,21e-06;2
0,00181062;7,17e-06;2
0,00179889;7,14e-06;2
0,00178725;7,1e-06;2
0,0017757;7,07e-06;2
0,00176418;7,04e-06;2
0,00175275;7e-06;2
0,00174144;6,97e-06;2
0,00173016;6,93e-06;2
0,00171897;6,89e-06;2
0,00170781;6,86e-06;2
0,00169674;6,83e-06;2
0,00168579;6,79e-06;2
0,00167487;6,75e-06;2
0,00166404;6,72e-06;2
0,00165327;6,68e-06;2
0,00164256;6,64e-06;2
0,00163191;6,61e-06;2
0,00162135;6,57e-06;2
0,00161082;6,53e-06;2
0,00160041;6,5e-06;2
0,00159006;6,46e-06;2
0,00157974;6,42e-06;2
0,00156951;6,38e-06;2
0,00155934;6,34e-06;2
0,00154929;6,31e-06;2
0,00153924;6,27e-06;2
0,00239;0,00533;2
0,00451;0,00522;2
0,00882;0,00603;2
0,0161;0,00855;2
0,02667;0,012;2
0,04113;0,0163;2
0,05473;0,0211;2
0,05896;0,0201;2

